score,at,content,app_name,appVersion,cleaned_content,sentiment
2,6/9/2025 13:49,suka error,Access by KAI,6.12.1,suka error,negative
3,6/9/2025 13:37,sulit ketika pembatalan,Access by KAI,6.12.1,sulit ketika pembatalan,neutral
1,6/9/2025 13:36,tidak bisa daftar akun basic,Access by KAI,,tidak bisa daftar akun basic,negative
5,6/9/2025 13:32,pokoknya Epik??????????????,Access by KAI,6.12.1,pokoknya epik wajah dengan mata berbentuk bintang wajah dengan mata berbentuk bintang wajah dengan mata berbentuk bintang wajah dengan mata berbentuk bintang wajah dengan mata berbentuk bintang wajah dengan mata berbentuk bintang wajah dengan mata berbentuk bintang,positive
5,6/9/2025 13:26,ok,Access by KAI,6.12.1,ok,positive
1,6/9/2025 13:25,"Aplikasi ??. H-4 sudah beli tiket, di cek di menu ""Tiket Saya"" ada tersimpan. Pas H-1 di cek di Tiket Saya kok tiba-tiba hilang? Malah dan diriwayat pemesanan pun gak ada. Padahal yg tahun² lama masih ada riwayatnya. Sungguh ?? Sekali",Access by KAI,,"aplikasi kotoran . h-4 sudah beli tiket, di cek di menu ""tiket saya"" ada tersimpan. pas h-1 di cek di tiket saya kok tiba-tiba hilang? malah dan diriwayat pemesanan pun tidak ada. padahal yang tahun² lama masih ada riwayatnya. sungguh kotoran sekali",negative
5,6/9/2025 13:09,Bagus,Access by KAI,6.6.1,bagus,positive
5,6/9/2025 11:59,mantap lah makin oke,Access by KAI,6.12.1,mantap lah makin oke,positive
1,6/9/2025 11:57,kenapa sekarang di kai nggk bisa buat beli token listrik yah padahal sangat membantu,Access by KAI,6.12.1,kenapa sekarang di kai tidak bisa buat beli token listrik ya padahal sangat membantu,negative
5,6/9/2025 11:53,suka banget sama aplikasi ini,Access by KAI,6.12.1,suka banget sama aplikasi ini,positive
1,6/9/2025 11:31,"setiap pesan makan memalui aplikasi ini selalu ada crash dengan sistemnya KAI. jadi sudah pesan makan, sudah lunas tapi makanan tidak diantar dan katanya orderan belum masuk ke petugas resto kereta",Access by KAI,6.12.1,"setiap pesan makan memalui aplikasi ini selalu ada crash dengan sistemnya kai. jadi sudah pesan makan, sudah lunas tapi makanan tidak diantar dan katanya orderan belum masuk ke petugas resto kereta",negative
5,6/9/2025 10:40,"tolong diperbaiki aplikasi error saldo kaipay sudah terpotong ,transaksi timeout",Access by KAI,,"tolong diperbaiki aplikasi error saldo kaipay sudah terpotong ,transaksi timeout",negative
1,6/9/2025 10:14,parah sekarang udah ga bisa lagi pembatalan via apk. harus langsung ke loket dan bawa materai 10rb pertiket. ribet banget.,Access by KAI,,parah sekarang sudah tidak bisa lagi pembatalan via aplikasi. harus langsung ke loket dan bawa materai 10rb pertiket. ribet banget.,negative
1,6/9/2025 9:12,udah bagus untuk tampilan UI/UX nya dan untuk fitur-fitur icon nya juga menarik tapi ada problem yang harus diperhatikan. Fitur pembatalan pesanan tiket dan rubah jadwal setelah di update hilang. sehingga sangat sangat di sayangkan sekali. Tolong di tambahkan lagi fitur tersebut seperti dulu lagi karena sewaktu-waktu ada acara mendadak bisa di reschedule untuk waktu pemberangkatan nya. Terima kasih,Access by KAI,6.12.1,sudah bagus untuk tampilan ui/ux nya dan untuk fitur-fitur icon nya juga menarik tapi ada problem yang harus diperhatikan. fitur pembatalan pesanan tiket dan rubah jadwal setelah di update hilang. sehingga sangat sangat di sayangkan sekali. tolong di tambahkan lagi fitur tersebut seperti dulu lagi karena sewaktu-waktu ada acara mendadak bisa di reschedule untuk waktu pemberangkatan nya. terima kasih,negative
5,6/9/2025 8:46,"mudah pembelian tiket, real time. no biaya admin",Access by KAI,6.12.1,"mudah pembelian tiket, real time. no biaya admin",positive
1,6/9/2025 8:16,buruk topup lama admin bank gak di cantum,Access by KAI,6.12.1,buruk topup lama admin bank tidak di cantum,negative
1,6/9/2025 8:13,uang bca saya sudah kepotong dan saya sudah top up uangnya ga nambah mohon diperbaiki bugnya saya agak menyesal,Access by KAI,6.12.1,uang baca saya sudah kepotong dan saya sudah top up uangnya tidak menambah mohon diperbaiki bugnya saya agak menyesal,negative
1,6/9/2025 8:12,knp dah setelah di update shopee pay ga bisa di pake lg smogaa ini cepat di perbaiki,Access by KAI,6.12.1,kenapa deh setelah di update shope pay tidak bisa di pakai lagi smoga ini cepat di perbaiki,negative
5,6/9/2025 7:56,mantabbb,Access by KAI,6.12.1,mantab,positive
1,6/9/2025 5:31,mau ganti nomoer HP.2 kali malah. sinyal udah sangat2 bagus. tapi kata CS nya suara terputus. parah banget,Access by KAI,6.12.1,mau ganti nomoer hp.2 kali malah. sinyal sudah sangat-sangat bagus. tapi kata cs nya suara terputus. parah banget,negative
5,6/9/2025 5:31,sangat puas n smg trs ditingkatkan pelayanannya,Access by KAI,6.12.1,sangat puas dan semoga terus ditingkatkan pelayanannya,positive
5,6/9/2025 5:23,Terima kasih untuk Access by KAI,Access by KAI,6.12.1,terima kasih untuk akses by kai,positive
5,6/9/2025 5:15,kereeeeenn.. mantaaap KAI sukses selalu..,Access by KAI,6.12.1,kereeeeen. mantap kai sukses selalu.,positive
5,6/9/2025 5:08,smoga makin mantap melayani cust,Access by KAI,6.12.1,semoga makin mantap melayani cust,positive
5,6/9/2025 5:05,bagus apknya,Access by KAI,6.12.1,bagus apknya,positive
5,6/9/2025 4:54,lanjutkan,Access by KAI,6.12.1,lanjutkan,positive
5,6/9/2025 4:50,good,Access by KAI,6.12.1,bagus,positive
1,6/9/2025 4:41,GK bisa kebuka...pdahal android udh gede,Access by KAI,6.12.1,tidak bisa kebuka.padahal android sudah gede,negative
1,6/9/2025 4:36,"mau daftar jdi member basic aj susah ny minta ampun, dimasukkan kode otp mlh stuck mulu..",Access by KAI,,"mau daftar jadi member basic saja susah nya meminta ampun, dimasukkan kode otp malah stuck mulu.",negative
1,6/9/2025 4:25,"KAI Access kurang informatif, soalnya nggak nunjukin layout gerbong, jadi nggak tau mana kursi yang searah, mana yang hadap-hadapan. Nggak kelihatan juga perbedaan ekonomi New Gen sama premium.",Access by KAI,6.12.1,"kai akses kurang informatif, soalnya tidak nunjukin layout gerbong, jadi tidak tau mana kursi yang searah, mana yang hadap-hadapan. tidak kelihatan juga perbedaan ekonomi new gen sama premium.",negative
5,6/9/2025 3:13,baik,Access by KAI,6.12.1,baik,positive
1,6/9/2025 2:58,Eror terus,Access by KAI,6.12.1,error terus,negative
5,6/9/2025 2:29,"Luar biasa, terima kasih PT. KAI",Access by KAI,6.12.1,"luar biasa, terima kasih pt. kai",positive
3,6/9/2025 2:01,Aplikasi sedikit lemot,Access by KAI,6.12.1,aplikasi sedikit lemot,neutral
5,6/9/2025 1:41,sangat membantu,Access by KAI,6.12.1,sangat membantu,positive
1,6/9/2025 1:29,"aplikasi byk bug nya sudah diluncurkan ini gimana yah developernya apa mereka tdk melakukan test dahulu sebelum meluncurkannya dan pihak KAI sendiri apa juga tidak melalukan uji coba? jgn hanya asal memenuhi target kerja ajah kemudian tidak ada maintenance sama sekali, masa mengisi data pribadi agar bisa menjadi member basic tidak bisa melalukan konfirmasi by email sama sekali tidak ada responnya. melakukan lupa passwordpun tidak bisa kacau sekali",Access by KAI,,"aplikasi banyak bug nya sudah diluncurkan ini bagaimana ya developernya apa mereka tidak melakukan test dahulu sebelum meluncurkannya dan pihak kai sendiri apa juga tidak melalukan uji coba? jangan hanya asal memenuhi target kerja saja kemudian tidak ada maintenance sama sekali, masa mengisi data pribadi agar bisa menjadi member basic tidak bisa melalukan konfirmasi by email sama sekali tidak ada responnya. melakukan lupa passwordpun tidak bisa kacau sekali",negative
2,6/9/2025 1:27,Ada yg tdk beres saat top up. saldo sy masih ada 2.000 dan saya top up 300.000.Kenapa KAI pay sy jadi 299.000.Tanpa ada keterangan apa2.,Access by KAI,6.12.1,ada yang tidak beres saat top up. saldo saya masih ada 2.000 dan saya top up 300.000.kenapa kai pay saya jadi 299.000.tanpa ada keterangan apa-apa.,negative
5,6/9/2025 1:26,ok,Access by KAI,6.12.1,ok,positive
1,6/9/2025 0:39,gila ubah jadwal kena admin gede bner terus pas pembatalan tiket dana dikembalikan 7 hari kerja udah gtu potonganya gede bner 25% udah gtu nunggu lama 7 hari respon live chat ga bantu masalah smaa sekali malah dibikin ribet harusnya klo pesen online pembatalan jga online ini mesti datang ke stasiun udah gitu syarat ribet sangat ga rekomen bukanya dipermudah serba online ini malah dipersulit,Access by KAI,6.12.1,gila ubah jadwal kena admin gede benar terus pas pembatalan tiket dana dikembalikan 7 hari kerja sudah begitu potonganya gede benar 25% sudah begitu menunggu lama 7 hari respon live chat tidak bantu masalah sma sekali malah dibikin ribet harusnya kalau pesan online pembatalan juga online ini mesti datang ke stasiun sudah begitu syarat ribet sangat tidak rekomen bukanya dipermudah serba online ini malah dipersulit,negative
1,6/9/2025 0:26,knp jadwal tidakk di temukan blok,Access by KAI,6.11.2,kenapa jadwal tidak di temukan blok,negative
1,6/9/2025 0:21,"per hari ini nge bug g bisa masuk pembelian tiket, mohon IT System perbaiki",Access by KAI,6.12.1,"per hari ini nge bug tidak bisa masuk pembelian tiket, mohon itu system perbaiki",negative
1,6/9/2025 0:20,"aplikasi gak berguna, tiket setiap hari ditulis habis terus .",Access by KAI,6.12.1,"aplikasi tidak berguna, tiket setiap hari ditulis habis terus .",negative
2,6/8/2025 23:21,"aplikaai makin dipersulit,,, harus ada upgrade ini lah upgrade itu lah sistem lemot,,, mana diburu buru buat kerja aplikasinya kayak gini",Access by KAI,,"aplikaai makin dipersulit, harus ada upgrade ini lah upgrade itu lah sistem lemot, mana diburu buru buat kerja aplikasinya kayak begini",negative
5,6/8/2025 23:14,mantap pisan,Access by KAI,6.12.1,mantap pisan,positive
5,6/8/2025 23:00,memuaskan,Access by KAI,6.12.1,memuaskan,positive
2,6/8/2025 19:57,Daftar akun aja susah.. udh di coba 5x.. butuh darurat malah di sulitkan ??.,Access by KAI,6.11.2,daftar akun saja susah. sudah di coba 5x. butuh darurat malah di sulitkan wajah marah .,negative
3,6/8/2025 17:11,"harus war dulu,, aplikasi ribet",Access by KAI,6.12.1,"harus war dulu, aplikasi ribet",neutral
5,6/8/2025 16:05,Ok,Access by KAI,,ok,positive
5,6/8/2025 15:40,mantap,Access by KAI,6.12.1,mantap,positive
1,6/8/2025 14:57,tolong di perbarui lagi,Access by KAI,,tolong di perbarui lagi,negative
1,6/8/2025 14:42,"mau masuk aplikasi ini lupa katasandi ,mau minta katasandi baru malah gabisa jelek banget",Access by KAI,6.12.1,"mau masuk aplikasi ini lupa katasandi ,mau meminta katasandi baru malah tidak bisa jelek banget",negative
1,6/8/2025 14:37,aplikasi pemerintah selalu minim fitur verifikasi email aja lama banget Lo kocak emang,Access by KAI,,aplikasi pemerintah selalu minim fitur verifikasi email saja lama banget lo kocak memang,negative
3,6/8/2025 13:37,lelet,Access by KAI,,lelet,neutral
1,6/8/2025 13:25,"maaf mau tanya kok aku mau ugrap gak bisa""? tolong penjelasanya",Access by KAI,6.12.1,"maaf mau tanya kok aku mau ugrap tidak bisa""? tolong penjelasanya",negative
1,6/8/2025 13:18,"apk mengecewakan, ya ngebug ya lemot ya susah ngehubungi customer service nya. begini amat apk bumn. kalah Ama apk pinjol",Access by KAI,6.12.1,"aplikasi mengecewakan, ya ngebug ya lemot ya susah ngehubungi customer service nya. begini amat aplikasi bumn. kalah sama aplikasi pinjol",negative
2,6/8/2025 12:56,"Aplikasi sudah bagus, tapi kenapa metode pembayaran yang muncul di akun saya hanya OVO? sedangkan di akun teman saya sudah muncul QRIS dsb. Mohon dibenahi lagi apk nya agar lebih stabil",Access by KAI,4.9.7,"aplikasi sudah bagus, tapi kenapa metode pembayaran yang muncul di akun saya hanya ovo? sedangkan di akun teman saya sudah muncul qris dsb. mohon dibenahi lagi aplikasi nya agar lebih stabil",negative
4,6/8/2025 12:31,baik,Access by KAI,6.12.1,baik,positive
5,6/8/2025 12:07,good,Access by KAI,6.12.1,bagus,positive
4,6/8/2025 10:21,ok mantap,Access by KAI,6.12.1,ok mantap,positive
5,6/8/2025 10:18,bisa beli tiket kereta,Access by KAI,6.12.1,bisa beli tiket kereta,positive
5,6/8/2025 10:13,sangat baik,Access by KAI,6.12.1,sangat baik,positive
5,6/8/2025 9:46,Bagus,Access by KAI,6.12.1,bagus,positive
5,6/8/2025 9:41,ok,Access by KAI,,ok,positive
5,6/8/2025 9:39,baguss,Access by KAI,6.12.1,bagus,positive
5,6/8/2025 8:56,kAI hebat,Access by KAI,6.12.1,kai hebat,positive
5,6/8/2025 8:38,oke,Access by KAI,6.12.1,oke,positive
5,6/8/2025 8:16,oke,Access by KAI,6.12.1,oke,positive
1,6/8/2025 7:59,jauh dari kata sempurna . masih banyak trouble,Access by KAI,6.12.1,jauh dari kata sempurna . masih banyak trouble,negative
1,6/8/2025 7:30,"aplikasi apaan sih ga jelas Bett , gw udh pesen tiket lokal , nah abistu disuruh jadi member basic dulu, pas udah daftar mau pencet lanjutkan aja ga bisa bisa Mentok di lanjutkan doang aneh",Access by KAI,6.12.1,"aplikasi apaan sih tidak jelas bet , gue sudah pesan tiket lokal , nah abistu disuruh jadi member basic dulu, pas sudah daftar mau pencet lanjutkan saja tidak bisa bisa mentok di lanjutkan doang aneh",negative
5,6/8/2025 7:24,simple pemesanan nya,Access by KAI,6.12.1,simple pemesanan nya,positive
1,6/8/2025 7:01,"overall apk nya bagus. tapi, kenapa ya klo saya beli tiket tuh tiket qr nya suka gak muncul? padahal saya sudah payment dan saat ada notif dri kai Access saat dibuka bukannya muncul tiket qr tapi malah page not found. tolong min, dibenerin lagi ya soalnya wktu itu saya sempet panik untung kakak"" loketnya membantu. trimacash.",Access by KAI,6.12.1,"overal aplikasi nya bagus. tapi, kenapa ya kalau saya beli tiket tuh tiket qr nya suka tidak muncul? padahal saya sudah payment dan saat ada notif dari kai akses saat dibuka bukannya muncul tiket qr tapi malah page not found. tolong min, dibenerin lagi ya soalnya waktu itu saya sempat panik untung kakak"" loketnya membantu. trimacash.",negative
5,6/8/2025 6:37,travel bagus,Access by KAI,,travel bagus,positive
1,6/8/2025 6:33,"pelayanannya sngat tidak bagusss, adminnya slow respon",Access by KAI,,"pelayanannya sngat tidak bagus, adminnya slow respon",negative
1,6/8/2025 5:57,"apk tolol, udah di topup saldo masih 0",Access by KAI,,"aplikasi tolol, sudah di topup saldo masih 0",negative
5,6/8/2025 5:04,sangat bagus,Access by KAI,6.12.1,sangat bagus,positive
1,6/8/2025 5:01,ko ga bisa lebih dari 4 ya?,Access by KAI,6.12.1,kok tidak bisa lebih dari 4 ya?,negative
1,6/8/2025 3:53,"aplikasi kacangan,.jangan di download..buang2 kouta",Access by KAI,,"aplikasi kacangan,.jangan di download.buang2 kouta",negative
1,6/8/2025 3:20,"aplikasi g guna. beli harus promo.ga ada pilihan lain disuruh update data.pas diisi ga mau krn sdh dipake sm no lain.coba login pake no lain katanya passwords sdh beda.click lupa password ga jalan..coba pake password yg aaya ingat ga ada yg bener. kacau.....ini kyk marketing kibul2...jual cm bilang""maaf kalo mau beli harus sudah daftar dulu di hari kemarin.ini form pendaftarannya dikeluarkan hari ini""",Access by KAI,6.12.1,"aplikasi tidak guna. beli harus promo.tidak ada pilihan lain disuruh update data.pas diisi tidak mau karena sudah dipakai sama no lain.coba login pakai no lain katanya passwords sudah beda.click lupa password tidak jalan.coba pakai password yang aaya ingat tidak ada yang benar. kacau.ini kayak marketing kibul2.jual cuma bilang-bilangmaaf kalau mau beli harus sudah daftar dulu di hari kemarin.ini form pendaftarannya dikeluarkan hari ini""",negative
4,6/8/2025 1:35,sangat baik,Access by KAI,6.11.2,sangat baik,positive
5,6/8/2025 1:33,good,Access by KAI,6.12.0,bagus,positive
1,6/8/2025 1:24,"tiba-tiba ke close, masuk pke no hp dan masukin pasword katanya salah mulu. mau lupa pasword keterangannya gagal. komplain susah bgt ditanggapinya.. stressss",Access by KAI,6.12.1,"tiba-tiba ke close, masuk pakai no hp dan memasuki pasword katanya salah mulu. mau lupa pasword keterangannya gagal. komplain susah banget ditanggapinya. stres",negative
5,6/8/2025 1:18,bagus,Access by KAI,6.12.0,bagus,positive
5,6/8/2025 1:10,mantap,Access by KAI,6.12.1,mantap,positive
5,6/8/2025 1:01,praktis,Access by KAI,6.12.1,praktis,positive
4,6/8/2025 0:53,good service & facilities,Access by KAI,6.11.2,bagus service & facilities,positive
5,6/8/2025 0:41,okay ??,Access by KAI,,okay jempol ke atas,positive
5,6/8/2025 0:26,mantap,Access by KAI,6.12.1,mantap,positive
5,6/8/2025 0:05,aplikasi bagus,Access by KAI,6.12.1,aplikasi bagus,positive
5,6/8/2025 0:05,ok,Access by KAI,6.12.1,ok,positive
5,6/7/2025 22:58,jos,Access by KAI,6.12.1,jos,positive
5,6/7/2025 22:23,mantap aman bersih ??????????,Access by KAI,,mantap aman bersih jempol ke atas jempol ke atas jempol ke atas jempol ke atas jempol ke atas,positive
5,6/7/2025 20:37,ok,Access by KAI,6.11.1,ok,positive
5,6/7/2025 20:31,ok banget,Access by KAI,6.12.1,ok banget,positive
1,6/7/2025 20:13,"yang bener aja masa mau batalin pake sea bank udah punya akunnya masa gak ke detect,yang bener dong",Access by KAI,6.12.1,"yang benar saja masa mau batalin pakai sea bank sudah punya akunnya masa tidak ke detect,yang benar dong",negative
1,6/7/2025 18:32,"apa-apaan dah baru"" ini pesen tiket kereta di timer 10 detik. Mau pilih kursi aja kagak bisa alhasil waktunya dah abis muncul tulisan ""kadaluwarsa"". Prasaan yg bulan"" lalu di timer lama nah ini cuma 10 detik doang anjir. Mau pilih kursi + ke pembayaran waktunya ga nutut. Lu perbaiki lagi dah aplikasi lu iniii !!!!!",Access by KAI,6.12.1,"apa-apaan deh baru"" ini pesan tiket kereta di timer 10 detik. mau pilih kursi saja tidak bisa alhasil waktunya deh habis muncul tulisan ""kadaluwarsa"". perasaan yang bulan"" lalu di timer lama nah ini cuma 10 detik doang anjir. mau pilih kursi + ke pembayaran waktunya tidak nutut. lu perbaiki lagi deh aplikasi lu ini !",negative
5,6/7/2025 15:04,good,Access by KAI,6.12.1,bagus,positive
2,6/7/2025 14:45,top up nya lama banget,Access by KAI,,top up nya lama banget,negative
4,6/7/2025 14:43,sayangnya sekarang ga bisa buat top up pulsa listrik dll. tolong kembalikan fitur apk yg dulu dong min,Access by KAI,,sayangnya sekarang tidak bisa buat top up pulsa listrik dulu. tolong kembalikan fitur aplikasi yang dulu dong min,positive
1,6/7/2025 14:38,aplikasi selalu eror dan ribet,Access by KAI,,aplikasi selalu error dan ribet,negative
1,6/7/2025 14:03,"tidak bisa otentikasi, aplikasinya gak ngerespon, akhirnya member basic tertunda.",Access by KAI,6.12.1,"tidak bisa otentikasi, aplikasinya tidak merespons, akhirnya member basic tertunda.",negative
5,6/7/2025 13:56,ok banget,Access by KAI,6.11.2,ok banget,positive
5,6/7/2025 12:56,puas,Access by KAI,6.12.1,puas,positive
5,6/7/2025 12:46,sangat memuaskan,Access by KAI,6.12.1,sangat memuaskan,positive
5,6/7/2025 11:57,Access cepat,Access by KAI,6.12.1,akses cepat,positive
5,6/7/2025 11:35,Ok banget,Access by KAI,6.12.1,ok banget,positive
5,6/7/2025 11:15,ok,Access by KAI,6.12.1,ok,positive
1,6/7/2025 10:54,kenapa sulit masukan otp,Access by KAI,6.12.1,kenapa sulit masukan otp,negative
1,6/7/2025 10:45,"parah bawa daging kurban gak boleh,pdhl lg momen idul adha ,pemberitahuan gak ada giliran mau berangkat baru di periksa ,minta tiket d batalin gak bs,klo tujuan nya buat kenyamanan ,jual tiket ekonomi sesuai kursi !! lawak",Access by KAI,6.12.1,"parah bawa daging kurban tidak boleh,padahal lagi momen idul adha ,pemberitahuan tidak ada giliran mau berangkat baru di periksa ,meminta tiket di batalin tidak bisa,kalau tujuan nya buat kenyamanan ,jual tiket ekonomi sesuai kursi ! lawak",negative
5,6/7/2025 10:33,pesan tiket mudah dah cepat,Access by KAI,6.12.1,pesan tiket mudah deh cepat,positive
5,6/7/2025 10:30,"alhamdulillah selama menggunakan aplikasi KAI dalam kurun waktu lebih dari 5 tahun tidak pernah bermasalah,.. pertahankan pelayanan prima ya..",Access by KAI,,"alhamdulillah selama menggunakan aplikasi kai dalam kurun waktu lebih dari 5 tahun tidak pernah bermasalah,. pertahankan pelayanan prima ya.",positive
5,6/7/2025 10:22,sangat baik,Access by KAI,6.12.1,sangat baik,positive
5,6/7/2025 9:25,good,Access by KAI,6.12.1,bagus,positive
1,6/7/2025 9:06,apk ga akurat banyak calo pula,Access by KAI,6.12.0,aplikasi tidak akurat banyak calo pula,negative
1,6/7/2025 8:45,"gilaaaa,verifikasi kode OTPnya susah banget nggk jadi jadi",Access by KAI,6.12.1,"gila,verifikasi kode otpnya susah banget tidak jadi jadi",negative
1,6/7/2025 8:32,top up ke kaipay ribet kalo pakai bank lain yang gak dicantumin kena admin 2x padahal dulu langsung bisa masuk,Access by KAI,6.12.1,top up ke kaipay ribet kalau pakai bank lain yang tidak dicantumin kena admin 2x padahal dulu langsung bisa masuk,negative
5,6/7/2025 8:21,mudah,Access by KAI,6.12.1,mudah,positive
5,6/7/2025 8:21,Bagus,Access by KAI,6.12.1,bagus,positive
5,6/7/2025 8:17,siiip,Access by KAI,6.8.1,siiip,positive
5,6/7/2025 6:59,Excellen aplikasi KAI.. ????????,Access by KAI,6.12.1,excellen aplikasi kai. jempol ke atas warna kulit cerah jempol ke atas warna kulit cerah,positive
5,6/7/2025 6:25,good,Access by KAI,6.12.1,bagus,positive
4,6/7/2025 6:08,proses top up nyaa lama masuk,Access by KAI,6.12.1,proses top up nya lama masuk,positive
5,6/7/2025 5:55,"sangat membantu, untuk mempermudah pemesanan tiket perjalanan",Access by KAI,6.12.1,"sangat membantu, untuk mempermudah pemesanan tiket perjalanan",positive
5,6/7/2025 5:32,ok,Access by KAI,6.12.1,ok,positive
5,6/7/2025 4:47,ok,Access by KAI,6.12.1,ok,positive
1,6/7/2025 4:32,"tiba2 ke logout sendiri pas masuk lagi sandi salah, lupa sandi ga bisa2 mana tiket belom di cetak buat ke berangkatsan selanjutnya. mana ngehubungi di wa cs, dalem antrian terus",Access by KAI,6.12.1,"tiba-tiba ke logout sendiri pas masuk lagi sandi salah, lupa sandi tidak bisa2 mana tiket belum di cetak buat ke berangkatsan selanjutnya. mana ngehubungi di wa cs, dalem antrian terus",negative
5,6/7/2025 4:24,bagus,Access by KAI,6.12.1,bagus,positive
5,6/7/2025 4:15,walaupun kereta apinya harganya murah yg penting nyaman aman,Access by KAI,6.12.1,walaupun kereta apinya harganya murah yang penting nyaman aman,positive
5,6/7/2025 3:56,baik,Access by KAI,6.12.1,baik,positive
4,6/7/2025 3:21,oke,Access by KAI,6.12.1,oke,positive
5,6/7/2025 3:04,puas dengan layanan KAI,Access by KAI,6.12.1,puas dengan layanan kai,positive
5,6/7/2025 1:23,membantu sekali,Access by KAI,6.12.1,membantu sekali,positive
3,6/7/2025 1:15,"aku coba pesan tiket kok gk bisa"" ya, selalu kadaluwarsa/waktu pemesanan habis. kenapa ya ?",Access by KAI,6.12.1,"aku coba pesan tiket kok tidak bisa"" ya, selalu kadaluwarsa/waktu pemesanan habis. kenapa ya ?",neutral
5,6/7/2025 1:01,baik,Access by KAI,6.12.1,baik,positive
5,6/7/2025 0:54,istimewa,Access by KAI,6.12.1,istimewa,positive
5,6/6/2025 22:50,"Aplikasi ini sangat membantu akses perjalanan, terbaik selalu??",Access by KAI,6.12.1,"aplikasi ini sangat membantu akses perjalanan, terbaik selalu melipat tangan",positive
5,6/6/2025 22:43,reson bagus pelayanan bagus semoga terus menjadi lebih baik dlm pelayanan konsumen,Access by KAI,6.12.1,reson bagus pelayanan bagus semoga terus menjadi lebih baik dalam pelayanan konsumen,positive
2,6/6/2025 22:37,"tiket sering abis,pas diliat gak ada penumpang",Access by KAI,6.12.1,"tiket sering habis,pas dilihat tidak ada penumpang",negative
5,6/6/2025 22:06,baik,Access by KAI,6.5.5,baik,positive
5,6/6/2025 21:58,kai membuat saya mudah dalam kerja semoga kerjasama instansi saya dengan kai untuk mendapat diskon seperti kerjasama kai dengan tni dan univ negeri tersetujukan oleh KAI mengingat saya hampir tiap minggu menggunakan Kai. terima kasih,Access by KAI,6.12.1,kai membuat saya mudah dalam kerja semoga kerjasama instansi saya dengan kai untuk mendapat diskon seperti kerjasama kai dengan tni dan universitas negeri tersetujukan oleh kai mengingat saya hampir tiap minggu menggunakan kai. terima kasih,positive
5,6/6/2025 18:15,layanan sangat bagus,Access by KAI,6.12.1,layanan sangat bagus,positive
5,6/6/2025 17:29,sangat membantu transtportasi kami,Access by KAI,6.12.1,sangat membantu transtportasi kami,positive
5,6/6/2025 16:02,sangat membantu ??,Access by KAI,6.12.1,sangat membantu jempol ke atas,positive
3,6/6/2025 15:57,"bug ketika daftar akun basic, input no telp disable, tapi require wajib di isi.",Access by KAI,6.12.1,"bug ketika daftar akun basic, input no telp disable, tapi require wajib di isi.",neutral
5,6/6/2025 15:09,"aman, cepat, praktis dan transparan",Access by KAI,6.12.1,"aman, cepat, praktis dan transparan",positive
1,6/6/2025 15:04,min ini knpa ko keluar sndri tiket sya blm di cetak ini gmna bnyk tiker di aplikasi blm di cetak lupa sandi,Access by KAI,,min ini kenapa kok keluar sendiri tiket saya belum di cetak ini bagaimana banyak tiker di aplikasi belum di cetak lupa sandi,negative
1,6/6/2025 14:43,"aplikasi jelek, developer payah, pengaturan untuk mengarsip data yang buruk,karena harus bolak balik mengisi data berulang ulang,tidak sistematis, selalu terkendala di koneksi jaringan buruk padahal setelah di coba jaringan saya baik baik saja",Access by KAI,6.12.1,"aplikasi jelek, developer payah, pengaturan untuk mengarsip data yang buruk,karena harus bolak balik mengisi data berulang ulang,tidak sistematis, selalu terkendala di koneksi jaringan buruk padahal setelah di coba jaringan saya baik baik saja",negative
5,6/6/2025 14:21,Bagus,Access by KAI,6.12.1,bagus,positive
5,6/6/2025 14:20,cepet,Access by KAI,6.12.1,cepat,positive
5,6/6/2025 13:15,"Pelanggan setia KAI Access, jalan2 naik kereta sangat menyenangkan",Access by KAI,6.12.1,"pelanggan setia kai akses, jalan-jalan naik kereta sangat menyenangkan",positive
1,6/6/2025 13:15,"makin lama ini apk makin jelek, ngga bisa ubah jadwal, ngga bisa batalin tiket. kek mana lahhh.",Access by KAI,6.12.1,"makin lama ini aplikasi makin jelek, tidak bisa ubah jadwal, tidak bisa batalin tiket. kayak mana lah.",negative
5,6/6/2025 13:14,"waktu saya bayar kode QR sudah kedaluarsa, tapi uang saya tetap terpotong",Access by KAI,6.8.1,"waktu saya bayar kode qr sudah kedaluarsa, tapi uang saya tetap terpotong",positive
5,6/6/2025 12:55,Mantap.,Access by KAI,6.12.0,mantap.,positive
5,6/6/2025 12:12,"Sudah lebih bagus aplikasinya, sangat membantu pelanggan.",Access by KAI,6.12.1,"sudah lebih bagus aplikasinya, sangat membantu pelanggan.",positive
1,6/6/2025 11:42,aplikasinya aneh kemarin udah di batalin tiket nya malah tiba tiba masih aktif jadi nya tiket hangus uangnya juga hangus karena ga ketauan kalo masih aktif tapi di laporin ke CS dari WA malah kasih arahan ga jelas,Access by KAI,6.12.1,aplikasinya aneh kemarin sudah di batalin tiket nya malah tiba tiba masih aktif jadi nya tiket hangus uangnya juga hangus karena tidak ketahuan kalau masih aktif tapi di laporin ke cs dari wa malah kasih arahan tidak jelas,negative
