score,at,content,app_name,appVersion,sentiment
5,6/10/2025 15:28,aplikasi mudah dan tdk ribet...,Access by KAI,6.12.1,positive
5,6/10/2025 15:01,"Dengan adanya aplikasi ini memudahkan pelanggan untuk pesan, booking, dan pesan makanan di kereta tanpa ribet dan antri serta tersedia juga pesan layanan hotel, bus, taksi, dan asuransi untuk lebih melengkapi perjalanan kamu thanks KAI transformasi bisnis nya ;)",Access by KAI,,positive
5,6/10/2025 13:23,jos gandos,Access by KAI,6.12.1,positive
5,6/10/2025 13:10,bagus dan simple.,Access by KAI,6.12.1,positive
5,6/10/2025 13:02,mantap,Access by KAI,6.12.1,positive
1,6/10/2025 12:42,aplikasi cacat??,Access by KAI,6.12.1,negative
5,6/10/2025 12:04,sangat membantu,Access by KAI,6.12.1,positive
1,6/10/2025 11:39,susah log in.,Access by KAI,5.1.3,negative
1,6/10/2025 11:19,"aplikasi buruk, cuma scroll harga tiket giliran mau beli malah gak bisa karena dibatasi 6 kali booking. lah gue mau kmana cobak sehari beli tiket 6 kali",Access by KAI,6.12.1,negative
1,6/10/2025 10:58,"buat daftar akun aja susah, pekerjanya mati semua apa",Access by KAI,6.12.1,negative
5,6/10/2025 10:12,bagus,Access by KAI,6.12.1,positive
4,6/10/2025 10:06,ok,Access by KAI,6.12.1,positive
5,6/10/2025 8:28,nice lah,Access by KAI,6.12.1,positive
1,6/10/2025 7:20,beli tiket krl 2x sukses tapi gak ada tampilan barcodenya.. ujung2nya beli kartu kai.. payah bgt lagi urgent gak bisa di andalkan.. hub wa bot mullu tlp via apknya sama lambat,Access by KAI,6.12.1,negative
5,6/10/2025 6:20,oke,Access by KAI,,positive
1,6/10/2025 6:19,tidak bisa daftar basic,Access by KAI,6.12.1,negative
1,6/10/2025 6:00,"sementara bintang 1, udah Top Up ke aplikasi tapi saldo tidak masuk masuk, udah lapor ke CS dan email ke KAI tapi belum ada informasi Refund uang kembali.. ini Perusahaan besar loh, KAI yang bener dong bikin aplikasi nya !",Access by KAI,6.12.1,negative
3,6/10/2025 5:56,"Aplikasinya sangat membant untuk booking tiket, tapi knp setelah update jadi semakin sulit untuk booking harus 4 gak bisa lebih, lalu kalau batal apakah tidak bisa booking lagi? gimana yaa KAI ? Terimaksih",Access by KAI,,neutral
1,6/10/2025 5:46,cacat,Access by KAI,6.12.1,negative
5,6/10/2025 5:00,senang sekali,Access by KAI,6.11.2,positive
5,6/10/2025 4:21,Aplikasinya sangat membantu administrasi perjalananku dan perlu ditambahkan waktu pemesanannya,Access by KAI,6.12.1,positive
1,6/10/2025 4:15,"upgrade basic nya, eror",Access by KAI,6.12.1,negative
5,6/10/2025 4:00,baik,Access by KAI,6.12.1,positive
2,6/10/2025 3:54,masukin otp berulang ga bsa jg. luar biasa,Access by KAI,6.8.1,negative
5,6/10/2025 3:48,lebih simple,Access by KAI,6.12.1,positive
4,6/10/2025 2:59,7 hari kerja terlalu lama,Access by KAI,6.12.1,positive
5,6/10/2025 2:47,gooood,Access by KAI,6.12.1,positive
5,6/10/2025 1:40,Mudah dan Murah,Access by KAI,6.12.1,positive
1,6/10/2025 0:49,KAI PAY top up delay dari virtual account suka banyak bug juga,Access by KAI,6.12.1,negative
1,6/10/2025 0:29,proses pembelian tiket terlalu ribet,Access by KAI,,negative
2,6/9/2025 22:12,"Top up kai pay sangat lama, hampir 10 menit",Access by KAI,6.12.1,negative
5,6/9/2025 22:08,Alhamdulillah sangat membantu keperluan kami,Access by KAI,6.12.1,positive
1,6/9/2025 22:05,"cmn bisa bayar pakai ovo, pake gopay gabisa, pakai shope sering macet, apalagi pake kai pay scam banget sistemnya jumlah kereta sangat terbatas, padahal tiap tahun di jawa ada penambahaan ratusan ribu-jutaan penumpang, tapi jumlah kereta ga pernah bertambah. Stasiun terasa sempit krn masih bangunan yg sama dgn 20 tahun yg lalu. Setiao jalanan di semua stasiun menjadi riweuh dan macet krn pengaturan akses ke stasiun kacau.",Access by KAI,,negative
4,6/9/2025 17:58,kadang lemot,Access by KAI,6.12.1,negative
5,6/9/2025 14:40,TDK lancar !!!,Access by KAI,6.12.1,positive
1,6/9/2025 13:58,Yth team IT kai saya login kai via app unduh instal berkali2 keterangan akun di bloked. pakai chrome jg sama. install di iphone jg failed data.. saya minta tolong suami bisa akun nya... mana urgent mau pantengin tiket... saya jd nulis di google.. knp ya akun saya di blokir login ?? akun suami bisa ?? salah saya apa ? ngutang jg enggak. kriminal TIDAK...,Access by KAI,6.12.1,negative
2,6/9/2025 13:49,suka error,Access by KAI,6.12.1,negative
3,6/9/2025 13:37,sulit ketika pembatalan,Access by KAI,6.12.1,neutral
1,6/9/2025 13:36,tidak bisa daftar akun basic,Access by KAI,,negative
5,6/9/2025 13:32,pokoknya Epik??????????????,Access by KAI,6.12.1,positive
5,6/9/2025 13:26,ok,Access by KAI,6.12.1,positive
1,6/9/2025 13:25,"Aplikasi ??. H-4 sudah beli tiket, di cek di menu ""Tiket Saya"" ada tersimpan. Pas H-1 di cek di Tiket Saya kok tiba-tiba hilang? Malah dan diriwayat pemesanan pun gak ada. Padahal yg tahun² lama masih ada riwayatnya. Sungguh ?? Sekali",Access by KAI,,negative
5,6/9/2025 13:09,Bagus,Access by KAI,6.6.1,positive
5,6/9/2025 11:59,mantap lah makin oke,Access by KAI,6.12.1,positive
1,6/9/2025 11:57,kenapa sekarang di kai nggk bisa buat beli token listrik yah padahal sangat membantu,Access by KAI,6.12.1,negative
5,6/9/2025 11:53,suka banget sama aplikasi ini,Access by KAI,6.12.1,positive
1,6/9/2025 11:31,"setiap pesan makan memalui aplikasi ini selalu ada crash dengan sistemnya KAI. jadi sudah pesan makan, sudah lunas tapi makanan tidak diantar dan katanya orderan belum masuk ke petugas resto kereta",Access by KAI,6.12.1,negative
5,6/9/2025 10:40,"tolong diperbaiki aplikasi error saldo kaipay sudah terpotong ,transaksi timeout",Access by KAI,,negative
1,6/9/2025 10:14,parah sekarang udah ga bisa lagi pembatalan via apk. harus langsung ke loket dan bawa materai 10rb pertiket. ribet banget.,Access by KAI,,negative
1,6/9/2025 9:12,udah bagus untuk tampilan UI/UX nya dan untuk fitur-fitur icon nya juga menarik tapi ada problem yang harus diperhatikan. Fitur pembatalan pesanan tiket dan rubah jadwal setelah di update hilang. sehingga sangat sangat di sayangkan sekali. Tolong di tambahkan lagi fitur tersebut seperti dulu lagi karena sewaktu-waktu ada acara mendadak bisa di reschedule untuk waktu pemberangkatan nya. Terima kasih,Access by KAI,6.12.1,negative
5,6/9/2025 8:46,"mudah pembelian tiket, real time. no biaya admin",Access by KAI,6.12.1,positive
1,6/9/2025 8:16,buruk topup lama admin bank gak di cantum,Access by KAI,6.12.1,negative
1,6/9/2025 8:13,uang bca saya sudah kepotong dan saya sudah top up uangnya ga nambah mohon diperbaiki bugnya saya agak menyesal,Access by KAI,6.12.1,negative
1,6/9/2025 8:12,knp dah setelah di update shopee pay ga bisa di pake lg smogaa ini cepat di perbaiki,Access by KAI,6.12.1,negative
5,6/9/2025 7:56,mantabbb,Access by KAI,6.12.1,positive
1,6/9/2025 5:31,mau ganti nomoer HP.2 kali malah. sinyal udah sangat2 bagus. tapi kata CS nya suara terputus. parah banget,Access by KAI,6.12.1,negative
5,6/9/2025 5:31,sangat puas n smg trs ditingkatkan pelayanannya,Access by KAI,6.12.1,positive
5,6/9/2025 5:23,Terima kasih untuk Access by KAI,Access by KAI,6.12.1,positive
5,6/9/2025 5:15,kereeeeenn.. mantaaap KAI sukses selalu..,Access by KAI,6.12.1,positive
5,6/9/2025 5:08,smoga makin mantap melayani cust,Access by KAI,6.12.1,positive
5,6/9/2025 5:05,bagus apknya,Access by KAI,6.12.1,positive
5,6/9/2025 4:54,lanjutkan,Access by KAI,6.12.1,positive
5,6/9/2025 4:50,good,Access by KAI,6.12.1,positive
1,6/9/2025 4:41,GK bisa kebuka...pdahal android udh gede,Access by KAI,6.12.1,negative
1,6/9/2025 4:36,"mau daftar jdi member basic aj susah ny minta ampun, dimasukkan kode otp mlh stuck mulu..",Access by KAI,,negative
1,6/9/2025 4:25,"KAI Access kurang informatif, soalnya nggak nunjukin layout gerbong, jadi nggak tau mana kursi yang searah, mana yang hadap-hadapan. Nggak kelihatan juga perbedaan ekonomi New Gen sama premium.",Access by KAI,6.12.1,negative
5,6/9/2025 3:13,baik,Access by KAI,6.12.1,positive
1,6/9/2025 2:58,Eror terus,Access by KAI,6.12.1,negative
5,6/9/2025 2:29,"Luar biasa, terima kasih PT. KAI",Access by KAI,6.12.1,positive
3,6/9/2025 2:01,Aplikasi sedikit lemot,Access by KAI,6.12.1,neutral
5,6/9/2025 1:41,sangat membantu,Access by KAI,6.12.1,positive
1,6/9/2025 1:29,"aplikasi byk bug nya sudah diluncurkan ini gimana yah developernya apa mereka tdk melakukan test dahulu sebelum meluncurkannya dan pihak KAI sendiri apa juga tidak melalukan uji coba? jgn hanya asal memenuhi target kerja ajah kemudian tidak ada maintenance sama sekali, masa mengisi data pribadi agar bisa menjadi member basic tidak bisa melalukan konfirmasi by email sama sekali tidak ada responnya. melakukan lupa passwordpun tidak bisa kacau sekali",Access by KAI,,negative
2,6/9/2025 1:27,Ada yg tdk beres saat top up. saldo sy masih ada 2.000 dan saya top up 300.000.Kenapa KAI pay sy jadi 299.000.Tanpa ada keterangan apa2.,Access by KAI,6.12.1,negative
5,6/9/2025 1:26,ok,Access by KAI,6.12.1,positive
1,6/9/2025 0:39,gila ubah jadwal kena admin gede bner terus pas pembatalan tiket dana dikembalikan 7 hari kerja udah gtu potonganya gede bner 25% udah gtu nunggu lama 7 hari respon live chat ga bantu masalah smaa sekali malah dibikin ribet harusnya klo pesen online pembatalan jga online ini mesti datang ke stasiun udah gitu syarat ribet sangat ga rekomen bukanya dipermudah serba online ini malah dipersulit,Access by KAI,6.12.1,negative
1,6/9/2025 0:26,knp jadwal tidakk di temukan blok,Access by KAI,6.11.2,negative
1,6/9/2025 0:21,"per hari ini nge bug g bisa masuk pembelian tiket, mohon IT System perbaiki",Access by KAI,6.12.1,negative
1,6/9/2025 0:20,"aplikasi gak berguna, tiket setiap hari ditulis habis terus .",Access by KAI,6.12.1,negative
2,6/8/2025 23:21,"aplikaai makin dipersulit,,, harus ada upgrade ini lah upgrade itu lah sistem lemot,,, mana diburu buru buat kerja aplikasinya kayak gini",Access by KAI,,negative
5,6/8/2025 23:14,mantap pisan,Access by KAI,6.12.1,positive
5,6/8/2025 23:00,memuaskan,Access by KAI,6.12.1,positive
2,6/8/2025 19:57,Daftar akun aja susah.. udh di coba 5x.. butuh darurat malah di sulitkan ??.,Access by KAI,6.11.2,negative
3,6/8/2025 17:11,"harus war dulu,, aplikasi ribet",Access by KAI,6.12.1,neutral
5,6/8/2025 16:05,Ok,Access by KAI,,positive
5,6/8/2025 15:40,mantap,Access by KAI,6.12.1,positive
1,6/8/2025 14:57,tolong di perbarui lagi,Access by KAI,,negative
1,6/8/2025 14:42,"mau masuk aplikasi ini lupa katasandi ,mau minta katasandi baru malah gabisa jelek banget",Access by KAI,6.12.1,negative
1,6/8/2025 14:37,aplikasi pemerintah selalu minim fitur verifikasi email aja lama banget Lo kocak emang,Access by KAI,,negative
3,6/8/2025 13:37,lelet,Access by KAI,,neutral
1,6/8/2025 13:25,"maaf mau tanya kok aku mau ugrap gak bisa""? tolong penjelasanya",Access by KAI,6.12.1,negative
1,6/8/2025 13:18,"apk mengecewakan, ya ngebug ya lemot ya susah ngehubungi customer service nya. begini amat apk bumn. kalah Ama apk pinjol",Access by KAI,6.12.1,negative
2,6/8/2025 12:56,"Aplikasi sudah bagus, tapi kenapa metode pembayaran yang muncul di akun saya hanya OVO? sedangkan di akun teman saya sudah muncul QRIS dsb. Mohon dibenahi lagi apk nya agar lebih stabil",Access by KAI,4.9.7,negative
4,6/8/2025 12:31,baik,Access by KAI,6.12.1,positive
5,6/8/2025 12:07,good,Access by KAI,6.12.1,positive
4,6/8/2025 10:21,ok mantap,Access by KAI,6.12.1,positive
5,6/8/2025 10:18,bisa beli tiket kereta,Access by KAI,6.12.1,positive
5,6/8/2025 10:13,sangat baik,Access by KAI,6.12.1,positive
5,6/8/2025 9:46,Bagus,Access by KAI,6.12.1,positive
5,6/8/2025 9:41,ok,Access by KAI,,positive
5,6/8/2025 9:39,baguss,Access by KAI,6.12.1,positive
5,6/8/2025 8:56,kAI hebat,Access by KAI,6.12.1,positive
5,6/8/2025 8:38,oke,Access by KAI,6.12.1,positive
5,6/8/2025 8:16,oke,Access by KAI,6.12.1,positive
1,6/8/2025 7:59,jauh dari kata sempurna . masih banyak trouble,Access by KAI,6.12.1,negative
1,6/8/2025 7:30,"aplikasi apaan sih ga jelas Bett , gw udh pesen tiket lokal , nah abistu disuruh jadi member basic dulu, pas udah daftar mau pencet lanjutkan aja ga bisa bisa Mentok di lanjutkan doang aneh",Access by KAI,6.12.1,negative
5,6/8/2025 7:24,simple pemesanan nya,Access by KAI,6.12.1,positive
1,6/8/2025 7:01,"overall apk nya bagus. tapi, kenapa ya klo saya beli tiket tuh tiket qr nya suka gak muncul? padahal saya sudah payment dan saat ada notif dri kai Access saat dibuka bukannya muncul tiket qr tapi malah page not found. tolong min, dibenerin lagi ya soalnya wktu itu saya sempet panik untung kakak"" loketnya membantu. trimacash.",Access by KAI,6.12.1,negative
5,6/8/2025 6:37,travel bagus,Access by KAI,,positive
1,6/8/2025 6:33,"pelayanannya sngat tidak bagusss, adminnya slow respon",Access by KAI,,negative
1,6/8/2025 5:57,"apk tolol, udah di topup saldo masih 0",Access by KAI,,negative
5,6/8/2025 5:04,sangat bagus,Access by KAI,6.12.1,positive
1,6/8/2025 5:01,ko ga bisa lebih dari 4 ya?,Access by KAI,6.12.1,negative
1,6/8/2025 3:53,"aplikasi kacangan,.jangan di download..buang2 kouta",Access by KAI,,negative
1,6/8/2025 3:20,"aplikasi g guna. beli harus promo.ga ada pilihan lain disuruh update data.pas diisi ga mau krn sdh dipake sm no lain.coba login pake no lain katanya passwords sdh beda.click lupa password ga jalan..coba pake password yg aaya ingat ga ada yg bener. kacau.....ini kyk marketing kibul2...jual cm bilang""maaf kalo mau beli harus sudah daftar dulu di hari kemarin.ini form pendaftarannya dikeluarkan hari ini""",Access by KAI,6.12.1,negative
4,6/8/2025 1:35,sangat baik,Access by KAI,6.11.2,positive
5,6/8/2025 1:33,good,Access by KAI,6.12.0,positive
1,6/8/2025 1:24,"tiba-tiba ke close, masuk pke no hp dan masukin pasword katanya salah mulu. mau lupa pasword keterangannya gagal. komplain susah bgt ditanggapinya.. stressss",Access by KAI,6.12.1,negative
5,6/8/2025 1:18,bagus,Access by KAI,6.12.0,positive
5,6/8/2025 1:10,mantap,Access by KAI,6.12.1,positive
5,6/8/2025 1:01,praktis,Access by KAI,6.12.1,positive
4,6/8/2025 0:53,good service & facilities,Access by KAI,6.11.2,positive
5,6/8/2025 0:41,okay ??,Access by KAI,,positive
5,6/8/2025 0:26,mantap,Access by KAI,6.12.1,positive
5,6/8/2025 0:05,aplikasi bagus,Access by KAI,6.12.1,positive
5,6/8/2025 0:05,ok,Access by KAI,6.12.1,positive
5,6/7/2025 22:58,jos,Access by KAI,6.12.1,positive
5,6/7/2025 22:23,mantap aman bersih ??????????,Access by KAI,,positive
5,6/7/2025 20:37,ok,Access by KAI,6.11.1,positive
5,6/7/2025 20:31,ok banget,Access by KAI,6.12.1,positive
1,6/7/2025 20:13,"yang bener aja masa mau batalin pake sea bank udah punya akunnya masa gak ke detect,yang bener dong",Access by KAI,6.12.1,negative
1,6/7/2025 18:32,"apa-apaan dah baru"" ini pesen tiket kereta di timer 10 detik. Mau pilih kursi aja kagak bisa alhasil waktunya dah abis muncul tulisan ""kadaluwarsa"". Prasaan yg bulan"" lalu di timer lama nah ini cuma 10 detik doang anjir. Mau pilih kursi + ke pembayaran waktunya ga nutut. Lu perbaiki lagi dah aplikasi lu iniii !!!!!",Access by KAI,6.12.1,negative
5,6/7/2025 15:04,good,Access by KAI,6.12.1,positive
2,6/7/2025 14:45,top up nya lama banget,Access by KAI,,negative
4,6/7/2025 14:43,sayangnya sekarang ga bisa buat top up pulsa listrik dll. tolong kembalikan fitur apk yg dulu dong min,Access by KAI,,positive
1,6/7/2025 14:38,aplikasi selalu eror dan ribet,Access by KAI,,negative
1,6/7/2025 14:03,"tidak bisa otentikasi, aplikasinya gak ngerespon, akhirnya member basic tertunda.",Access by KAI,6.12.1,negative
5,6/7/2025 13:56,ok banget,Access by KAI,6.11.2,positive
5,6/7/2025 12:56,puas,Access by KAI,6.12.1,positive
5,6/7/2025 12:46,sangat memuaskan,Access by KAI,6.12.1,positive
5,6/7/2025 11:57,Access cepat,Access by KAI,6.12.1,positive
5,6/7/2025 11:35,Ok banget,Access by KAI,6.12.1,positive
5,6/7/2025 11:15,ok,Access by KAI,6.12.1,positive
1,6/7/2025 10:54,kenapa sulit masukan otp,Access by KAI,6.12.1,negative
1,6/7/2025 10:45,"parah bawa daging kurban gak boleh,pdhl lg momen idul adha ,pemberitahuan gak ada giliran mau berangkat baru di periksa ,minta tiket d batalin gak bs,klo tujuan nya buat kenyamanan ,jual tiket ekonomi sesuai kursi !! lawak",Access by KAI,6.12.1,negative
5,6/7/2025 10:33,pesan tiket mudah dah cepat,Access by KAI,6.12.1,positive
5,6/7/2025 10:30,"alhamdulillah selama menggunakan aplikasi KAI dalam kurun waktu lebih dari 5 tahun tidak pernah bermasalah,.. pertahankan pelayanan prima ya..",Access by KAI,,positive
5,6/7/2025 10:22,sangat baik,Access by KAI,6.12.1,positive
5,6/7/2025 9:25,good,Access by KAI,6.12.1,positive
1,6/7/2025 9:06,apk ga akurat banyak calo pula,Access by KAI,6.12.0,negative
1,6/7/2025 8:45,"gilaaaa,verifikasi kode OTPnya susah banget nggk jadi jadi",Access by KAI,6.12.1,negative
1,6/7/2025 8:32,top up ke kaipay ribet kalo pakai bank lain yang gak dicantumin kena admin 2x padahal dulu langsung bisa masuk,Access by KAI,6.12.1,negative
5,6/7/2025 8:21,mudah,Access by KAI,6.12.1,positive
5,6/7/2025 8:21,Bagus,Access by KAI,6.12.1,positive
5,6/7/2025 8:17,siiip,Access by KAI,6.8.1,positive
5,6/7/2025 6:59,Excellen aplikasi KAI.. ????????,Access by KAI,6.12.1,positive
5,6/7/2025 6:25,good,Access by KAI,6.12.1,positive
4,6/7/2025 6:08,proses top up nyaa lama masuk,Access by KAI,6.12.1,positive
5,6/7/2025 5:55,"sangat membantu, untuk mempermudah pemesanan tiket perjalanan",Access by KAI,6.12.1,positive
5,6/7/2025 5:32,ok,Access by KAI,6.12.1,positive
5,6/7/2025 4:47,ok,Access by KAI,6.12.1,positive
1,6/7/2025 4:32,"tiba2 ke logout sendiri pas masuk lagi sandi salah, lupa sandi ga bisa2 mana tiket belom di cetak buat ke berangkatsan selanjutnya. mana ngehubungi di wa cs, dalem antrian terus",Access by KAI,6.12.1,negative
5,6/7/2025 4:24,bagus,Access by KAI,6.12.1,positive
5,6/7/2025 4:15,walaupun kereta apinya harganya murah yg penting nyaman aman,Access by KAI,6.12.1,positive
5,6/7/2025 3:56,baik,Access by KAI,6.12.1,positive
4,6/7/2025 3:21,oke,Access by KAI,6.12.1,positive
5,6/7/2025 3:04,puas dengan layanan KAI,Access by KAI,6.12.1,positive
5,6/7/2025 1:23,membantu sekali,Access by KAI,6.12.1,positive
3,6/7/2025 1:15,"aku coba pesan tiket kok gk bisa"" ya, selalu kadaluwarsa/waktu pemesanan habis. kenapa ya ?",Access by KAI,6.12.1,neutral
5,6/7/2025 1:01,baik,Access by KAI,6.12.1,positive
5,6/7/2025 0:54,istimewa,Access by KAI,6.12.1,positive
5,6/6/2025 22:50,"Aplikasi ini sangat membantu akses perjalanan, terbaik selalu??",Access by KAI,6.12.1,positive
5,6/6/2025 22:43,reson bagus pelayanan bagus semoga terus menjadi lebih baik dlm pelayanan konsumen,Access by KAI,6.12.1,positive
2,6/6/2025 22:37,"tiket sering abis,pas diliat gak ada penumpang",Access by KAI,6.12.1,negative
5,6/6/2025 22:06,baik,Access by KAI,6.5.5,positive
5,6/6/2025 21:58,kai membuat saya mudah dalam kerja semoga kerjasama instansi saya dengan kai untuk mendapat diskon seperti kerjasama kai dengan tni dan univ negeri tersetujukan oleh KAI mengingat saya hampir tiap minggu menggunakan Kai. terima kasih,Access by KAI,6.12.1,positive
5,6/6/2025 18:15,layanan sangat bagus,Access by KAI,6.12.1,positive
5,6/6/2025 17:29,sangat membantu transtportasi kami,Access by KAI,6.12.1,positive
5,6/6/2025 16:02,sangat membantu ??,Access by KAI,6.12.1,positive
3,6/6/2025 15:57,"bug ketika daftar akun basic, input no telp disable, tapi require wajib di isi.",Access by KAI,6.12.1,neutral
5,6/6/2025 15:09,"aman, cepat, praktis dan transparan",Access by KAI,6.12.1,positive
1,6/6/2025 15:04,min ini knpa ko keluar sndri tiket sya blm di cetak ini gmna bnyk tiker di aplikasi blm di cetak lupa sandi,Access by KAI,,negative
1,6/6/2025 14:43,"aplikasi jelek, developer payah, pengaturan untuk mengarsip data yang buruk,karena harus bolak balik mengisi data berulang ulang,tidak sistematis, selalu terkendala di koneksi jaringan buruk padahal setelah di coba jaringan saya baik baik saja",Access by KAI,6.12.1,negative
5,6/6/2025 14:21,Bagus,Access by KAI,6.12.1,positive
5,6/6/2025 14:20,cepet,Access by KAI,6.12.1,positive
5,6/6/2025 13:15,"Pelanggan setia KAI Access, jalan2 naik kereta sangat menyenangkan",Access by KAI,6.12.1,positive
1,6/6/2025 13:15,"makin lama ini apk makin jelek, ngga bisa ubah jadwal, ngga bisa batalin tiket. kek mana lahhh.",Access by KAI,6.12.1,negative
5,6/6/2025 13:14,"waktu saya bayar kode QR sudah kedaluarsa, tapi uang saya tetap terpotong",Access by KAI,6.8.1,positive
5,6/6/2025 12:55,Mantap.,Access by KAI,6.12.0,positive
5,6/6/2025 12:12,"Sudah lebih bagus aplikasinya, sangat membantu pelanggan.",Access by KAI,6.12.1,positive
1,6/6/2025 11:42,aplikasinya aneh kemarin udah di batalin tiket nya malah tiba tiba masih aktif jadi nya tiket hangus uangnya juga hangus karena ga ketauan kalo masih aktif tapi di laporin ke CS dari WA malah kasih arahan ga jelas,Access by KAI,6.12.1,negative
1,6/6/2025 11:35,"Pembayaran kalo war tiket tengah malem ribet bgt, pake e wallet gabisa, sudah isi kai pay juga gabisa, bahkan kaipay nya ga kepake samsek, bayar pake qr aja gabisa. lebih parah lagi skrg pada diabisin calo. kalo udh dapet tiket kdg gabisa reschedule kocak. coba deh kai ditindak lanjuti calo calo itu, dari orang dalam pasti haha",Access by KAI,6.12.1,negative
5,6/6/2025 10:58,mantap sangat membantu,Access by KAI,6.12.1,positive
5,6/6/2025 10:50,"mempermudah pemesanan tiket, trima kasih",Access by KAI,6.12.1,positive
5,6/6/2025 10:39,terimakasih memudahkan dalam pesan kerate,Access by KAI,6.12.1,positive
5,6/6/2025 10:33,mantappp,Access by KAI,6.12.1,positive
2,6/6/2025 8:26,gagal mulu perbaiki,Access by KAI,6.12.1,negative
5,6/6/2025 7:46,lancar dan sukses,Access by KAI,6.12.1,positive
1,6/6/2025 7:23,menu pembatalan tiket gk berguna mungkin ya tiap mau batalkan tiket gk bisa. tanya cs nya ga jelas,Access by KAI,6.12.1,negative
5,6/6/2025 6:11,good,Access by KAI,6.12.1,positive
5,6/6/2025 5:50,mudah,Access by KAI,6.12.1,positive
5,6/6/2025 5:12,awalnya saya bingung TPI Alhamdulillah bisa juga,Access by KAI,6.12.1,positive
1,6/6/2025 5:04,"ini yg bilang worth it itu di bayar kh, mau pesen tiket aja susah bgt mau buat profile. Lebih baik benerin dulu deh??",Access by KAI,6.12.1,negative
5,6/6/2025 4:53,nyaman dan tepat waktu,Access by KAI,6.12.1,positive
5,6/6/2025 4:26,mantap,Access by KAI,6.12.1,positive
5,6/6/2025 4:19,sangat bagus,Access by KAI,6.12.1,positive
5,6/6/2025 4:11,bagus sekali,Access by KAI,6.12.1,positive
5,6/6/2025 4:04,layanan yg cepat dan praktis. Mohon kiranya KA bias disertakan no.kursi shgg para penumpang tdk berebut. trims,Access by KAI,6.12.1,positive
1,6/6/2025 3:52,masih ?1 karena ada bug yang bikin pilihan kursi gua mental dari gerbong 5 kurai 7D malah jadi gerbong 7 kursi 5C ??????,Access by KAI,6.12.1,negative
1,6/6/2025 3:37,"Ini aplikasi nya mengecewakan banget ya. Di saat penting gini mau tiba2 keluar sendiri, Reschedule Jadwal Ga bisa katanya bisa di klik apapun ga aktif tombolnya, Trus Gimanalah ini sayang sekali KAI ini perusahaan BUMN terbesar tapi aplikasinya seperti ini mengecewakan sekali. Memang cuman 5000 tapi berapa orang yg complain byk jg itu. Tolonglah dibenahi karena aktivitas saya ga lepas dari Moda Transportasi ini!",Access by KAI,6.12.1,negative
2,6/6/2025 3:33,"kok gak bisa diupgrade member basic, gimana caranya buat pesan tiket kalau begini",Access by KAI,,negative
5,6/6/2025 2:48,Bermanfaat,Access by KAI,6.12.1,positive
1,6/6/2025 1:57,"mengecewakan, aplikasi sekarang tidak bisa batalkan tiket,dan merubah jadwal dari aplikasi. di persulit. KAI palembang lampung bengkulu kembalikan seperti lama aplikasinya. padahal yang lama sudah bagus, bisa semua lewat aplikasi.",Access by KAI,6.12.1,negative
1,6/5/2025 22:34,"saya sudah pesan tiket kereta ke tujuan kampung halaman saya dari tempat kerja, saya sudah cek dengan benar bahwa tujuan pemberangkatan saya dari tempat kerja ke kampung halaman tapi saat ke stasiun KAI saya mau nunjukin e boarding pas, malah tiba tiba berubah tujuan tempat saya malah tujuan lokasi nya dari kampung halaman saya ke tempat kerja saya jadi kebalik, pas mau di rescudule ke loket kereta tiket nya habis saya sudah jelaskan itu bug dari apl tapi itu sudah diluar tanggung jawab mereka",Access by KAI,6.12.1,negative
3,6/5/2025 21:22,apk nya rada bikin bingung terus udh keluar saldo agak banyak cuma buat sekali berangkat doang,Access by KAI,6.12.1,neutral
5,6/5/2025 15:30,baik,Access by KAI,6.12.1,positive
5,6/5/2025 15:26,"proses na mudah bgt, skr jg bisa pilih bangku yg sesama perempuan.. semoga kedepan na tambah bagus lagi?",Access by KAI,6.12.1,positive
5,6/5/2025 14:48,bagus maksimal,Access by KAI,6.12.1,positive
1,6/5/2025 13:22,mau upgrade basic gak bisa eror terus,Access by KAI,,negative
1,6/5/2025 13:16,"sudah dibayar dan saldo berkurang, tetapi tidak mendapatkan tiket, sudah 2 kali",Access by KAI,6.12.1,negative
5,6/5/2025 13:10,mudah digunakan,Access by KAI,6.12.1,positive
5,6/5/2025 11:55,semua bisa simpel,Access by KAI,6.12.1,positive
5,6/5/2025 11:25,OKE,Access by KAI,6.12.1,positive
5,6/5/2025 11:04,asiiiik gampang pakainya,Access by KAI,6.12.1,positive
5,6/5/2025 10:38,good,Access by KAI,6.12.1,positive
1,6/5/2025 10:24,BAD SERVICE,Access by KAI,6.12.1,negative
5,6/5/2025 10:02,sangat membantu,Access by KAI,6.12.1,positive
5,6/5/2025 9:31,"masa bisa mesen cuman 4 doang.. yang anggota keluarganya lebih dari 4 jadi harus mesen 2 kali atau 2 hp.. ngga praktis,, apalagi kalo mau mesen kursi yang berdekatan..",Access by KAI,6.12.1,positive
4,6/5/2025 9:22,aplikasi sering ada pemeliharaan....jadi gk bisa dipakai....,Access by KAI,,positive
1,6/5/2025 9:19,"aplikasi nya jelek bangett banget, aku lupa pin mau bayar pake saldo kai , udahganti pin lewat email mau bayar tetep ga bisa, tiket masih tersedia udah ga bida di booking , capek bgt pake kai kesel tiap mau pesen",Access by KAI,,negative
5,6/5/2025 8:06,mantap,Access by KAI,6.12.1,positive
